Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1340803,-,-,-,42.33,-71.02,-5,0,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2018,1,1,0,30,0,0,0,0,0,0,0,-16.7,158.75,0,0.02,2.2,0.2,312,93.3,-15.9,1022,0.0000,0.0000,N/A
2018,1,1,1,30,0,0,0,0,0,0,0,-17,151.25,0,0.02,2.1,0.2,313,94.33,-16.3,1022,0.0000,0.0000,N/A
2018,1,1,2,30,0,0,0,0,0,0,0,-17.1,141.23,0,0.02,2.1,0.2,314,95.22,-16.5,1023,0.0000,0.0000,N/A
2018,1,1,3,30,0,0,0,0,0,0,0,-17.2,130.34,0,0.02,2.1,0.2,315,96.47,-16.8,1023,0.0000,0.0000,N/A
2018,1,1,4,30,0,0,0,0,0,0,0,-17.400000000000002,119.27,0,0.02,2.2,0.2,316,96.65,-17,1023,0.0000,0.0000,N/A
2018,1,1,5,30,0,0,0,0,0,0,0,-17.5,108.37,0,0.02,2.2,0.2,317,97.27,-17.2,1023,0.0000,0.0000,N/A
2018,1,1,6,30,0,0,0,0,0,0,0,-17.6,97.91,0,0.02,2.2,0.2,316,98.18,-17.400000000000002,1024,0.0000,0.0000,N/A
2018,1,1,7,30,18,285,29,18,285,29,0,-17.7,87.88,0,0.02,2.2,0.2,316,93.71000000000001,-16.900000000000002,1024,0.0000,0.0000,N/A
2018,1,1,8,30,37,722,168,37,722,168,0,-17.400000000000002,79.53,0,0.02,2.2,0.2,317,87.31,-15.8,1024,8.0074,6.1054,N/A
2018,1,1,9,30,68,640,260,47,862,305,0,-17.1,72.55,33,0.02,2.2,0.2,317,81.07000000000001,-14.600000000000001,1024,13.0021,10.0330,N/A
2018,1,1,10,30,120,462,296,52,924,403,4,-16.7,67.66,100,0.02,2.3000000000000003,0.2,316,75.42,-13.3,1024,15.4624,12.0059,N/A
2018,1,1,11,30,131,491,336,53,947,448,4,-16.3,65.37,100,0.02,2.3000000000000003,0.2,313,72.26,-12.3,1023,17.8723,13.9070,N/A
2018,1,1,12,30,128,484,325,53,942,437,4,-15.8,65.97,100,0.02,2.3000000000000003,0.2,311,70.18,-11.5,1022,17.2084,13.3833,N/A
2018,1,1,13,30,79,682,319,50,906,369,0,-15.5,69.37,50,0.02,2.4000000000000004,0.2,309,70.32000000000001,-11.200000000000001,1022,16.4224,12.7272,N/A
2018,1,1,14,30,43,821,253,43,821,253,0,-15.4,75.18,0,0.02,2.4000000000000004,0.2,307,72.51,-11.4,1022,12.3524,9.4898,N/A
2018,1,1,15,30,30,622,108,30,622,108,0,-15.3,82.83,0,0.02,2.4000000000000004,0.2,305,77.78,-12.200000000000001,1023,0.0000,0.0000,N/A
2018,1,1,16,30,0,0,0,0,0,0,0,-15.3,92.05,0,0.02,2.3000000000000003,0.2,303,82.56,-13,1023,0.0000,0.0000,N/A
2018,1,1,17,30,0,0,0,0,0,0,0,-15.600000000000001,102.10000000000001,0,0.02,2.3000000000000003,0.2,303,86.41,-13.8,1024,0.0000,0.0000,N/A
2018,1,1,18,30,0,0,0,0,0,0,0,-15.9,112.77,0,0.02,2.3000000000000003,0.2,303,86.41,-14.100000000000001,1024,0.0000,0.0000,N/A
2018,1,1,19,30,0,0,0,0,0,0,0,-16,123.78,0,0.02,2.2,0.2,296,89.64,-14.700000000000001,1025,0.0000,0.0000,N/A
2018,1,1,20,30,0,0,0,0,0,0,0,-16,134.82,0,0.02,2.2,0.2,290,90.28,-14.8,1024,0.0000,0.0000,N/A
2018,1,1,21,30,0,0,0,0,0,0,0,-15.9,145.46,0,0.02,2.1,0.2,285,91.53,-14.8,1024,0.0000,0.0000,N/A
2018,1,1,22,30,0,0,0,0,0,0,0,-15.700000000000001,154.73,0,0.02,2,0.2,281,93.38,-14.9,1024,0.0000,0.0000,N/A
2018,1,1,23,30,0,0,0,0,0,0,0,-15.600000000000001,160.24,0,0.02,1.9000000000000001,0.2,278,93.73,-14.8,1023,0.0000,0.0000,N/A
2018,1,2,0,30,0,0,0,0,0,0,0,-15.4,158.71,0,0.02,1.8,0.2,276,94.53,-14.700000000000001,1023,0.0000,0.0000,N/A
2018,1,2,1,30,0,0,0,0,0,0,0,-15.200000000000001,151.26,0,0.02,1.8,0.2,277,93.92,-14.4,1023,0.0000,0.0000,N/A
2018,1,2,2,30,0,0,0,0,0,0,0,-14.9,141.26,0,0.02,1.7000000000000002,0.2,280,91.97,-13.9,1023,0.0000,0.0000,N/A
